Country,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Israel,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,3335.00,"6,7"
Israel,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,3434.00,"6,7"
Israel,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,3318.00,"6,7"
Israel,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,3246.00,"6,7"
Israel,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,3619.00,"6,7"
Israel,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,3592.00,"6,7"
Israel,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,4004.00,"6,7"
Israel,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,44244.00,"6,7"
Israel,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,4396.00,"6,7"
Israel,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,4243.00,"6,7"
Israel,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,3708.00,"6,7"
Israel,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,3680.00,"6,7"
Israel,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,3420.00,"6,7"
Israel,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,3285.00,"6,7"
Israel,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,3336.00,"6,7"
Israel,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,3421.00,"6,7"
Israel,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,3263.00,"6,7"
Israel,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,3492.00,"6,7"
Israel,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,3644.00,"6,7"
Israel,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,4356.00,"6,7"
Israel,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,44507.00,"6,7"
Israel,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,4585.00,"6,7"
Israel,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,4144.00,"6,7"
Israel,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,4170.00,"6,7"
Israel,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,3473.00,"6,7"
Israel,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,3544.00,"6,7"
Israel,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,3212.00,"6,7"
Israel,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,3315.00,"6,7"
Israel,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,3539.00,"6,7"
Israel,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,3331.00,"6,7"
Israel,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,3538.00,"6,7"
Israel,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,3603.00,"6,7"
Israel,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,4053.00,"6,7"
Israel,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,42457.00,"6,7"
Israel,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,4033.00,"6,7"
Israel,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,3772.00,"6,7"
Israel,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,4007.00,"6,7"
Israel,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,3501.00,"6,7"
Israel,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,3354.00,"6,7"
Israel,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,3123.00,"6,7"
Israel,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,3364.00,"6,7"
Israel,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,3222.00,"6,7"
Israel,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,3209.00,"6,7"
Israel,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,3580.00,"6,7"
Israel,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,3441.00,"6,7"
Israel,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,3851.00,"6,7"
Israel,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,41683.00,"6,7"
Israel,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,4257.00,"6,7"
Israel,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,3795.00,"6,7"
Israel,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,3921.00,"6,7"
Israel,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,3306.00,"6,7"
Israel,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,3362.00,"6,7"
Israel,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,3054.00,"6,7"
Israel,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,3134.00,"6,7"
Israel,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,3294.00,"6,7"
Israel,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,3133.00,"6,7"
Israel,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,3387.00,"6,7"
Israel,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,3247.00,"6,7"
Israel,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,3793.00,"6,7"
Israel,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,42100.00,"6,7"
Israel,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,4000.00,"6,7"
Israel,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,4024.00,"6,7"
Israel,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,4191.00,"6,7"
Israel,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,3607.00,"6,7"
Israel,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,3354.00,"6,7"
Israel,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,3075.00,"6,7"
Israel,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,3222.00,"6,7"
Israel,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,3195.00,"6,7"
Israel,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,3148.00,"6,7"
Israel,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,3306.00,"6,7"
Israel,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,3341.00,"6,7"
Israel,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,3637.00,"6,7"
Italy,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,649061.00,
Italy,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,76088.00,
Italy,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,58619.00,
Italy,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,58485.00,
Italy,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,47774.00,
Italy,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,54544.00,
Italy,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,48416.00,
Italy,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,47638.00,
Italy,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,53642.00,
Italy,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,46384.00,
Italy,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,51863.00,
Italy,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,51990.00,
Italy,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,53618.00,
Italy,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,615261.00,
Italy,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,55617.00,
Italy,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,54900.00,
Italy,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,56440.00,
Italy,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,50174.00,
Italy,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,51058.00,
Italy,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,46532.00,
Italy,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,46316.00,
Italy,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,48698.00,
Italy,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,46268.00,
Italy,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,50193.00,
Italy,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,52191.00,
Italy,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,56874.00,
Italy,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,647571.00,
Italy,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,65266.00,
Italy,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,61057.00,
Italy,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,61557.00,
Italy,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,54273.00,
Italy,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,49130.00,
Italy,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,47915.00,
Italy,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,56208.00,
Italy,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,49536.00,
Italy,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,47872.00,
Italy,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,50579.00,
Italy,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,49468.00,
Italy,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,54710.00,
Italy,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,600744.00,
Italy,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,60159.00,
Italy,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,53635.00,
Italy,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,54231.00,
Italy,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,49722.00,
Italy,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,48682.00,
Italy,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,45541.00,
Italy,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,48310.00,
Italy,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,47586.00,
Italy,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,43722.00,
Italy,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,50084.00,
Italy,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,46613.00,
Italy,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,52459.00,
Italy,2013,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2015,0.00,
Italy,2012,Total,Total,Data tabulated by year of occurrence,Provisional figure,2013,612883.00,
Italy,2012,Total,January,Data tabulated by year of occurrence,Provisional figure,2013,60131.00,
Italy,2012,Total,February,Data tabulated by year of occurrence,Provisional figure,2013,62649.00,
Italy,2012,Total,March,Data tabulated by year of occurrence,Provisional figure,2013,57771.00,
Italy,2012,Total,April,Data tabulated by year of occurrence,Provisional figure,2013,47289.00,
Italy,2012,Total,May,Data tabulated by year of occurrence,Provisional figure,2013,49567.00,
Italy,2012,Total,June,Data tabulated by year of occurrence,Provisional figure,2013,45718.00,
Italy,2012,Total,July,Data tabulated by year of occurrence,Provisional figure,2013,48070.00,
Italy,2012,Total,August,Data tabulated by year of occurrence,Provisional figure,2013,49732.00,
Italy,2012,Total,September,Data tabulated by year of occurrence,Provisional figure,2013,44006.00,
Italy,2012,Total,October,Data tabulated by year of occurrence,Provisional figure,2013,49409.00,
Italy,2012,Total,November,Data tabulated by year of occurrence,Provisional figure,2013,48488.00,
Italy,2012,Total,December,Data tabulated by year of occurrence,Provisional figure,2013,50053.00,
Netherlands,2019,Total,January,Data tabulated by year of occurrence,Provisional figure,2019,14014.00,8
Netherlands,2019,Total,February,Data tabulated by year of occurrence,Provisional figure,2019,12751.00,8
Netherlands,2019,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,13751.00,8
Netherlands,2019,Total,April,Data tabulated by year of occurrence,Provisional figure,2019,12575.00,8
Netherlands,2019,Total,May,Data tabulated by year of occurrence,Provisional figure,2019,12425.00,8
Netherlands,2019,Total,June,Data tabulated by year of occurrence,Provisional figure,2019,11656.00,8
Netherlands,2019,Total,July,Data tabulated by year of occurrence,Provisional figure,2019,12294.00,8
Netherlands,2019,Total,August,Data tabulated by year of occurrence,Provisional figure,2019,11769.00,8
Netherlands,2019,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,11265.00,8
Netherlands,2019,Total,October,Data tabulated by year of occurrence,Provisional figure,2019,12606.00,8
Netherlands,2018,Total,Total,Data tabulated by year of occurrence,Provisional figure,2019,153249.00,8
Netherlands,2018,Total,January,Data tabulated by year of occurrence,Provisional figure,2018,14858.00,8
Netherlands,2018,Total,February,Data tabulated by year of occurrence,Provisional figure,2018,14454.00,8
Netherlands,2018,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,16315.00,8
Netherlands,2018,Total,April,Data tabulated by year of occurrence,Provisional figure,2019,12152.00,8
Netherlands,2018,Total,May,Data tabulated by year of occurrence,Provisional figure,2019,11801.00,8
Netherlands,2018,Total,June,Data tabulated by year of occurrence,Provisional figure,2019,11228.00,8
Netherlands,2018,Total,July,Data tabulated by year of occurrence,Provisional figure,2019,11987.00,8
Netherlands,2018,Total,August,Data tabulated by year of occurrence,Provisional figure,2019,11746.00,8
Netherlands,2018,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,11246.00,8
Netherlands,2018,Total,October,Data tabulated by year of occurrence,Provisional figure,2019,12186.00,8
Netherlands,2018,Total,November,Data tabulated by year of occurrence,Provisional figure,2019,12138.00,8
Netherlands,2018,Total,December,Data tabulated by year of occurrence,Provisional figure,2019,13138.00,8
Netherlands,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,150214.00,8
Netherlands,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,15814.00,8
Netherlands,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,13642.00,8
Netherlands,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,13037.00,8
Netherlands,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,11799.00,8
Netherlands,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,12331.00,8
Netherlands,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,11398.00,8
Netherlands,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,11535.00,8
Netherlands,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,11396.00,8
Netherlands,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,11387.00,8
Netherlands,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,11888.00,8
Netherlands,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,12247.00,8
Netherlands,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,13740.00,8
Netherlands,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,148997.00,8
Netherlands,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,13769.00,8
Netherlands,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,12927.00,8
Netherlands,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,13697.00,8
Netherlands,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,12228.00,8
Netherlands,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,12223.00,8
Netherlands,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,11237.00,8
Netherlands,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,11707.00,8
Netherlands,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,11407.00,8
Netherlands,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,11270.00,8
Netherlands,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,12398.00,8
Netherlands,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,12333.00,8
Netherlands,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,13801.00,8
Netherlands,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,147134.00,8
Netherlands,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,14955.00,8
Netherlands,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,13183.00,8
Netherlands,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,13673.00,8
Netherlands,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,12195.00,8
Netherlands,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,11811.00,8
Netherlands,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,11138.00,8
Netherlands,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,11590.00,8
Netherlands,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,11174.00,8
Netherlands,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,11250.00,8
Netherlands,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,12235.00,8
Netherlands,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,11612.00,8
Netherlands,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,12318.00,8
Netherlands,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,139223.00,8
Netherlands,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,12198.00,8
Netherlands,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,11142.00,8
Netherlands,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,12008.00,8
Netherlands,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,11258.00,8
Netherlands,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,11367.00,8
Netherlands,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,10596.00,8
Netherlands,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,11721.00,8
Netherlands,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,11199.00,8
Netherlands,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,10972.00,8
Netherlands,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,11635.00,8
Netherlands,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,11725.00,8
Netherlands,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,13402.00,8
Netherlands,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,141245.00,8
Netherlands,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,13516.00,8
Netherlands,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,12539.00,8
Netherlands,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,13811.00,8
Netherlands,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,12354.00,8
Netherlands,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,11441.00,8
Netherlands,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,10814.00,8
Netherlands,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,11261.00,8
Netherlands,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,10788.00,8
Netherlands,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,10326.00,8
Netherlands,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,11490.00,8
Netherlands,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,11029.00,8
Netherlands,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,11876.00,8
Netherlands,2013,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2015,0.00,8
Netherlands,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,140813.00,8
Netherlands,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2013,12490.00,8
Netherlands,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2013,12511.00,8
Netherlands,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2013,12799.00,8
Netherlands,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2013,11876.00,8
Netherlands,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2013,11602.00,8
Netherlands,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2013,11062.00,8
Netherlands,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2013,11055.00,8
Netherlands,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2013,10855.00,8
Netherlands,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2013,10704.00,8
Netherlands,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2013,11510.00,8
Netherlands,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2013,11663.00,8
Netherlands,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2013,12686.00,8
Spain,2018,Total,Total,Data tabulated by year of occurrence,Provisional figure,2019,423636.00,
Spain,2018,Total,January,Data tabulated by year of occurrence,Provisional figure,2019,47639.00,
Spain,2018,Total,February,Data tabulated by year of occurrence,Provisional figure,2019,39539.00,
Spain,2018,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,39552.00,
Spain,2018,Total,April,Data tabulated by year of occurrence,Provisional figure,2019,34743.00,
Spain,2018,Total,May,Data tabulated by year of occurrence,Provisional figure,2019,33189.00,
Spain,2018,Total,June,Data tabulated by year of occurrence,Provisional figure,2019,31680.00,
Spain,2018,Total,July,Data tabulated by year of occurrence,Provisional figure,2019,31958.00,
Spain,2018,Total,August,Data tabulated by year of occurrence,Provisional figure,2019,32876.00,
Spain,2018,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,29968.00,
Spain,2018,Total,October,Data tabulated by year of occurrence,Provisional figure,2019,32503.00,
Spain,2018,Total,November,Data tabulated by year of occurrence,Provisional figure,2019,33873.00,
Spain,2018,Total,December,Data tabulated by year of occurrence,Provisional figure,2019,36116.00,
Spain,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,422037.00,
Spain,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,49139.00,
Spain,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,37267.00,
Spain,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,35566.00,
Spain,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,33042.00,
Spain,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,33437.00,
Spain,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,32042.00,
Spain,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,31714.00,
Spain,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,32158.00,
Spain,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,29809.00,
Spain,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,32434.00,
Spain,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,33963.00,
Spain,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,41466.00,
Spain,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,408231.00,
Spain,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,38162.00,
Spain,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,35389.00,
Spain,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,37978.00,
Spain,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,33523.00,
Spain,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,32776.00,
Spain,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,31317.00,
Spain,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,32772.00,
Spain,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,32028.00,
Spain,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,29825.00,
Spain,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,31825.00,
Spain,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,33613.00,
Spain,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,39023.00,
Spain,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,420408.00,
Spain,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,47066.00,
Spain,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,42300.00,
Spain,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,38811.00,
Spain,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,33534.00,
Spain,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,32489.00,
Spain,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,30872.00,
Spain,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,35458.00,
Spain,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,31066.00,
Spain,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,28649.00,
Spain,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,31710.00,
Spain,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,32191.00,
Spain,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,36262.00,
Spain,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,393734.00,
Spain,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,40209.00,
Spain,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,34699.00,
Spain,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,35014.00,
Spain,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,31731.00,
Spain,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,31358.00,
Spain,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,30474.00,
Spain,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,30835.00,
Spain,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,30144.00,
Spain,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,28861.00,
Spain,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,31777.00,
